paid_enroll,prv_wk_nbr,prv_wk_min,message,binge,complete
1,2,376,1,1,1
0,3,270,1,1,1
1,3,50,1,1,1
1,3,430,1,1,1
1,5,204,1,1,1
0,2,136,1,1,1
1,4,431,1,1,1
0,2,368,1,1,1
1,4,421,1,1,1
1,3,37,1,0,0
0,2,430,1,1,1
1,7,74,1,1,1
1,4,140,1,1,1
1,5,188,1,1,1
1,5,387,1,1,1
1,1,184,1,1,1
0,5,247,1,1,1
1,3,285,1,1,1
1,5,459,1,1,1
0,5,114,1,1,0
0,2,149,1,1,1
1,5,478,1,0,
0,3,400,1,1,1
1,3,321,1,1,1
1,3,53,1,0,0
0,4,155,1,1,1
0,3,134,1,1,1
1,5,182,1,1,1
0,4,354,1,1,1
1,5,140,1,1,1
1,5,67,1,1,1
0,7,19,1,0,0
1,2,288,1,1,1
1,5,338,1,1,1
0,4,225,1,1,1
1,5,221,1,1,1
0,3,390,1,1,1
1,5,330,1,1,1
1,5,254,1,1,1
1,4,252,1,1,1
1,4,106,1,1,1
0,5,220,1,1,1
0,2,422,1,1,1
1,3,110,1,1,1
0,2,85,1,1,1
1,2,251,1,1,1
0,5,50,1,0,0
1,1,297,1,1,1
1,3,35,1,0,1
1,3,269,1,1,1
1,4,237,1,1,1
1,1,310,1,1,1
1,1,46,1,1,0
1,4,463,1,1,1
1,3,271,1,1,1
0,7,380,1,1,1
0,5,319,1,1,1
0,2,312,1,1,1
1,1,324,1,1,1
0,4,273,1,1,1
1,2,232,1,1,1
0,2,255,1,1,1
0,1,325,1,1,1
1,5,422,1,1,1
0,7,127,1,1,1
1,3,416,1,1,1
0,2,107,1,1,1
1,4,452,1,1,1
1,4,448,1,1,1
0,4,187,1,1,1
0,5,193,1,1,1
0,5,117,1,1,1
1,3,347,1,1,1
1,4,479,1,0,
1,1,239,1,1,1
1,5,108,1,1,1
0,4,88,1,1,1
1,2,345,1,1,1
1,5,88,1,1,1
1,2,304,1,1,1
1,4,446,1,1,1
0,3,13,1,0,0
0,5,427,1,1,1
0,4,290,1,1,1
1,4,452,1,1,1
0,4,247,1,1,1
1,7,325,1,1,1
1,2,357,1,1,1
1,4,107,1,1,1
1,4,114,1,1,0
0,4,284,1,1,1
1,4,27,1,1,1
1,3,360,1,1,1
1,2,193,1,1,1
1,2,221,1,1,1
1,3,250,1,1,1
1,4,297,1,1,1
1,2,264,1,1,1
1,5,224,1,1,1
1,2,130,1,1,1
0,3,329,1,1,1
1,4,316,1,1,1
0,3,279,1,1,1
1,2,83,1,1,1
0,3,331,1,1,1
1,5,187,1,1,1
1,1,332,1,1,1
1,3,464,1,1,1
1,5,194,1,1,1
1,2,21,1,0,0
0,3,405,1,1,1
1,3,76,1,1,0
1,4,171,1,1,1
1,5,318,1,1,1
0,7,379,1,1,1
1,1,214,1,1,1
0,3,142,1,1,1
0,3,110,1,1,0
1,3,430,1,1,1
1,5,81,1,1,0
1,7,192,1,1,1
0,3,151,1,1,1
1,2,310,1,1,1
1,3,447,1,1,1
1,4,328,1,1,1
1,3,213,1,1,1
1,1,84,1,1,1
0,4,279,1,1,1
1,3,400,1,1,1
1,3,270,1,1,1
1,5,54,1,0,0
0,2,193,1,1,1
1,2,297,1,1,1
1,4,426,1,1,1
0,3,127,1,1,1
0,5,339,1,1,1
0,3,128,1,1,0
1,4,431,1,1,1
0,4,327,1,1,1
1,3,134,1,1,1
1,7,119,1,1,1
0,4,123,1,1,1
1,3,343,1,1,1
1,1,164,1,1,1
0,5,280,1,1,1
1,3,339,1,1,1
1,2,100,1,1,1
0,5,226,1,1,1
0,5,339,1,1,1
1,5,358,1,1,1
0,2,155,1,1,1
0,7,358,1,1,1
1,4,259,1,1,1
1,3,456,1,1,1
1,3,114,1,1,1
0,2,236,1,1,1
1,4,166,1,1,1
1,5,429,1,1,1
1,3,110,1,1,1
1,5,280,1,1,1
0,4,30,1,0,0
1,5,195,1,1,1
1,3,303,1,1,1
1,5,28,1,0,0
0,4,165,1,1,1
0,5,454,1,1,1
0,5,381,1,1,1
1,4,318,1,1,1
1,4,355,1,1,1
1,3,225,1,1,1
1,4,141,1,1,1
1,7,366,1,1,1
1,2,199,1,1,1
1,3,168,1,1,1
1,2,322,1,1,1
0,4,36,1,0,1
0,7,17,1,0,1
1,4,165,1,1,1
0,1,198,1,1,1
1,4,230,1,1,1
1,3,439,1,1,1
0,3,171,1,1,1
1,3,435,1,1,1
0,5,434,1,1,1
1,3,46,1,1,0
0,2,359,1,1,1
0,3,158,1,1,1
0,3,142,1,1,1
1,5,365,1,1,1
1,1,142,1,1,1
1,3,373,1,1,1
1,1,335,1,1,1
0,3,101,1,1,1
1,2,336,1,1,1
1,5,121,1,1,1
1,3,261,1,1,1
0,2,125,1,1,1
0,2,472,1,1,1
1,5,220,1,1,1
1,1,402,1,1,1
1,3,403,1,1,1
0,5,282,1,1,1
1,3,43,1,1,0
1,3,252,1,1,1
1,2,37,1,1,0
0,2,125,1,1,1
1,4,380,1,1,1
0,7,409,1,1,1
1,5,20,1,0,0
0,3,44,1,1,0
0,5,374,1,1,1
1,4,272,1,1,1
1,2,135,1,1,1
0,3,466,1,1,1
0,5,188,1,1,1
1,2,282,1,1,1
1,4,28,1,0,1
1,2,298,1,1,1
0,4,361,1,1,1
1,2,24,1,0,1
0,5,215,1,1,1
1,2,374,1,1,1
1,5,298,1,1,1
0,5,138,1,1,1
0,3,420,1,1,1
1,4,170,1,1,1
1,2,162,1,1,1
0,4,403,1,1,1
0,5,382,1,1,1
1,2,381,1,1,1
1,3,200,1,1,1
1,3,20,1,0,0
0,5,117,1,1,0
1,5,464,1,1,1
0,5,435,1,1,1
0,4,207,1,1,1
1,4,325,1,1,1
1,1,293,1,1,1
0,4,391,1,1,1
1,1,81,1,1,1
1,4,184,1,1,1
0,4,454,1,1,1
1,5,59,1,1,1
0,4,328,1,1,1
1,5,44,1,0,1
0,3,233,1,1,1
1,3,227,1,1,1
1,4,86,1,1,1
1,4,110,1,1,1
1,3,360,1,1,1
0,7,152,1,1,1
0,3,480,1,0,1
0,7,206,1,1,1
1,2,107,1,1,1
1,3,473,1,0,1
1,3,313,1,1,1
1,2,250,1,1,1
0,2,34,1,0,1
0,4,348,1,1,1
1,1,29,1,1,0
1,4,469,1,1,1
0,5,329,1,1,1
1,1,419,1,1,1
0,3,89,1,1,1
1,4,220,1,1,1
0,2,273,1,1,1
1,3,308,1,1,1
1,1,351,1,1,1
0,4,60,1,1,0
1,4,316,1,1,1
0,3,317,1,1,1
0,5,212,1,1,1
1,2,362,1,1,1
1,2,349,1,1,1
0,4,12,1,0,0
1,2,328,1,1,1
1,2,350,1,1,1
0,3,463,1,1,1
1,5,214,1,1,1
1,5,25,1,1,0
1,4,402,1,1,1
0,5,101,1,1,1
1,4,156,1,1,1
0,1,199,1,1,1
0,2,368,1,1,1
1,5,444,1,1,1
0,4,193,1,1,1
1,4,195,1,1,1
1,2,178,1,1,1
0,1,84,1,1,1
1,2,317,1,1,1
1,2,445,1,1,1
1,4,78,1,1,1
1,5,399,1,1,1
0,3,217,1,1,1
1,3,164,1,1,1
1,4,223,1,1,1
1,2,415,1,1,1
0,4,297,1,1,1
0,2,210,1,1,1
1,2,54,1,1,0
1,3,187,1,1,1
1,3,98,1,1,0
1,3,207,1,1,1
1,4,293,1,1,1
0,4,252,1,1,1
0,7,273,1,1,1
1,5,372,1,1,1
1,3,33,1,0,0
0,4,480,1,0,1
0,5,31,1,1,0
0,2,277,1,1,1
1,7,145,1,1,1
1,2,422,1,1,1
1,7,330,1,1,1
1,2,328,1,1,1
0,3,400,1,1,1
0,2,404,1,1,1
1,5,405,1,1,1
1,1,208,1,1,1
0,5,71,1,1,1
0,4,383,1,1,1
1,3,34,1,0,0
0,5,92,1,0,1
0,3,361,1,1,1
1,4,275,1,1,1
0,2,386,1,1,1
1,5,218,1,1,1
0,3,331,1,1,1
1,2,50,1,0,0
0,5,122,1,1,1
0,3,25,1,1,0
1,1,440,1,1,1
0,2,437,1,1,1
1,5,372,1,1,1
1,7,30,1,0,0
1,2,385,1,1,1
1,3,162,1,1,1
1,1,130,1,1,1
0,3,95,1,1,1
1,4,454,1,1,1
1,3,112,1,1,1
1,5,53,1,1,1
1,2,426,1,1,1
1,3,239,1,1,1
0,4,151,1,1,1
1,2,425,1,1,1
1,5,271,1,1,1
0,4,249,1,1,1
0,3,309,1,1,1
0,2,113,1,1,1
1,1,288,1,1,1
1,5,219,1,1,1
1,4,267,1,1,1
1,4,469,1,1,1
0,4,374,1,1,1
1,3,189,1,1,1
1,5,301,1,1,1
0,5,287,1,1,1
1,4,213,1,1,1
0,5,167,1,1,1
1,4,135,1,1,1
1,7,401,1,1,1
1,4,60,1,0,1
1,7,84,1,1,1
1,2,315,1,1,1
1,2,310,1,1,1
1,7,212,1,1,1
0,3,453,1,1,1
1,2,412,1,1,1
1,1,134,1,1,1
1,7,94,1,1,0
1,3,376,1,1,1
0,1,427,1,1,1
1,3,93,1,1,1
1,3,387,1,1,1
0,7,243,1,1,1
1,5,336,1,1,1
1,2,446,1,1,1
0,5,69,1,0,1
1,5,215,1,1,1
1,5,426,1,1,1
1,2,110,1,1,0
1,1,213,1,1,1
0,2,143,1,0,1
1,2,423,1,1,1
1,5,144,1,1,1
1,3,320,1,1,1
1,3,306,1,1,1
0,3,188,1,1,1
1,5,195,1,1,1
0,3,428,1,1,1
0,4,140,1,1,1
1,5,40,1,1,1
1,2,467,1,1,1
1,7,186,1,1,1
0,5,88,1,1,0
1,4,180,1,1,1
1,3,43,1,0,0
0,5,282,1,1,1
0,3,460,1,1,1
0,2,359,1,1,1
1,5,42,1,0,1
1,4,309,1,1,1
0,5,268,1,1,1
1,7,410,1,1,1
1,3,323,1,1,1
1,3,116,1,1,1
1,5,119,1,1,1
1,3,462,1,1,1
0,2,157,1,1,1
1,1,54,1,1,1
1,5,28,1,0,0
0,2,452,1,1,1
0,3,261,1,1,1
1,7,341,1,1,1
0,4,408,1,1,1
0,4,70,1,1,0
1,4,190,1,1,1
1,7,360,1,1,1
0,3,107,1,1,1
1,2,476,1,0,1
1,2,293,1,1,1
1,5,320,1,1,1
1,5,426,1,1,1
0,5,305,1,1,1
1,4,81,1,1,1
0,3,187,1,1,1
1,2,174,1,1,1
1,2,179,1,1,1
1,5,281,1,1,1
0,5,119,1,1,1
1,3,459,1,1,1
1,3,450,1,1,1
0,4,419,1,1,1
1,2,291,1,1,1
1,4,254,1,1,1
1,5,464,1,1,1
0,1,105,1,1,1
1,5,419,1,1,1
0,4,394,1,1,1
1,5,130,1,1,1
1,5,226,1,1,1
1,5,206,1,1,1
1,2,380,1,1,1
0,5,109,1,1,1
1,3,293,1,1,1
1,3,434,1,1,1
1,5,106,1,1,1
0,3,258,1,1,1
1,4,216,1,1,1
0,2,295,1,1,1
1,3,255,1,1,1
1,5,475,1,0,
1,4,254,1,1,1
1,3,432,1,1,1
0,2,315,1,1,1
1,4,259,1,1,1
1,5,361,1,1,1
1,7,53,1,0,0
1,5,126,1,1,1
1,5,84,1,1,1
1,3,339,1,1,1
1,4,338,1,1,1
0,2,265,1,1,1
1,3,415,1,1,1
0,4,232,1,1,1
1,4,235,1,1,1
0,4,415,1,1,1
1,5,197,1,1,1
1,7,118,1,1,1
1,3,169,1,1,1
1,4,290,1,1,1
1,5,352,1,1,1
0,2,368,1,1,1
0,7,405,1,1,1
1,4,140,1,1,1
0,4,363,1,1,1
1,4,441,1,1,1
1,4,145,1,1,1
1,4,140,1,1,1
0,4,441,1,1,1
0,5,344,1,1,1
1,1,102,1,1,1
1,3,468,1,1,1
0,3,412,1,1,1
0,2,428,1,1,1
1,2,396,1,1,1
1,4,363,1,1,1
1,5,90,1,0,1
1,2,265,1,1,1
0,3,436,1,1,1
0,4,77,1,1,0
1,1,372,1,1,1
0,5,143,1,1,1
1,4,165,1,1,1
1,1,147,1,1,1
1,3,182,1,1,1
1,3,208,1,1,1
1,2,205,1,1,1
1,4,229,1,1,1
0,2,347,1,1,1
1,5,123,1,1,1
0,4,303,1,1,1
0,4,315,1,1,1
1,3,114,1,0,1
1,3,202,1,1,1
1,2,110,1,1,1
1,5,159,1,1,0
0,5,477,1,0,1
1,3,29,1,0,0
1,3,119,1,1,1
0,5,25,1,1,0
0,4,353,1,1,1
1,7,440,1,1,1
0,2,230,1,1,1
1,3,268,1,1,1
0,2,287,1,1,1
1,3,48,1,1,0
0,4,337,1,1,1
0,3,143,1,1,1
0,5,314,1,1,1
1,5,224,1,1,1
1,4,187,1,1,1
0,3,126,1,1,1
1,2,110,1,1,0
0,3,406,1,1,1
1,3,181,1,1,1
0,4,406,1,1,1
1,4,24,1,1,0
1,3,330,1,1,1
0,4,115,1,1,1
0,2,470,1,1,1
1,4,341,1,1,1
0,2,145,1,1,1
1,5,102,1,1,1
0,4,22,1,1,0
1,3,264,1,1,1
1,5,280,1,1,1
1,4,35,1,0,1
0,4,214,1,1,1
1,5,176,1,1,1
1,4,27,1,1,0
1,7,412,1,1,1
1,4,191,1,1,1
1,5,36,1,0,0
0,3,360,1,1,1
1,2,15,1,0,0
0,4,292,1,1,1
0,5,81,1,1,1
1,3,169,1,1,1
0,2,281,1,1,1
1,3,359,1,1,1
1,3,158,1,1,1
0,4,174,1,1,1
1,2,107,1,1,0
0,5,123,1,1,1
1,4,448,1,1,1
1,5,159,1,1,1
1,2,461,1,1,1
1,3,175,1,1,1
0,5,123,1,1,1
1,2,106,1,1,1
1,3,352,1,1,1
1,2,15,1,0,0
1,3,193,1,1,1
1,4,232,1,1,1
1,4,271,1,1,1
1,3,264,1,1,1
1,2,332,1,1,1
0,5,98,1,1,1
0,2,449,1,1,1
1,4,263,1,1,1
1,5,190,1,1,1
1,3,244,1,1,1
1,2,157,1,1,1
1,4,189,1,1,1
0,4,277,1,1,1
1,4,182,1,1,1
0,2,350,1,1,1
1,4,324,1,1,1
0,4,379,1,1,1
1,5,130,1,1,1
1,4,391,1,1,1
0,2,17,1,1,0
1,5,17,1,1,0
1,2,104,1,1,1
0,5,25,1,1,0
0,5,185,1,1,1
1,2,402,1,1,1
1,1,111,1,0,1
0,4,366,1,1,1
0,2,440,1,1,1
1,1,106,1,1,1
1,4,380,1,1,1
1,4,204,1,1,1
1,4,63,1,1,1
1,2,449,1,1,1
0,2,297,1,1,1
1,2,412,1,1,1
0,3,430,1,1,1
1,3,170,1,1,1
1,4,306,1,1,1
1,1,142,1,1,1
0,5,26,1,0,0
0,4,340,1,1,1
1,2,108,1,1,1
1,2,72,1,1,1
0,2,121,1,1,1
1,4,469,1,1,1
0,5,325,1,1,1
1,3,152,1,1,1
1,3,469,1,1,1
0,4,314,1,1,1
0,7,473,1,0,1
1,5,96,1,0,1
1,4,82,1,0,1
0,4,341,1,1,1
0,1,260,1,1,1
0,3,73,1,1,0
0,2,336,1,1,1
1,2,104,1,1,1
1,3,356,1,1,1
1,3,443,1,1,1
1,4,34,1,0,1
1,5,167,1,1,1
1,3,438,1,1,1
0,2,430,1,1,1
0,4,63,1,1,0
1,3,280,1,1,1
1,2,412,1,1,1
1,4,177,1,1,1
0,5,149,1,1,1
0,2,275,1,1,1
0,4,226,1,1,1
1,4,440,1,1,1
0,3,73,1,1,1
1,3,123,1,1,1
1,3,421,1,1,1
1,4,452,1,1,1
0,4,135,1,1,1
1,3,116,1,1,1
1,4,441,1,1,1
0,3,217,1,1,1
0,4,114,1,1,1
1,2,384,1,1,1
1,7,11,1,0,0
1,5,98,1,1,1
1,4,352,1,1,1
1,5,211,1,1,1
0,3,155,1,1,1
1,3,383,1,1,1
0,2,136,1,1,1
1,4,407,1,1,1
0,3,21,1,0,0
1,3,110,1,1,1
1,5,387,1,1,1
0,2,84,1,1,1
0,7,209,1,1,1
0,3,37,1,0,0
0,3,104,1,1,1
1,1,245,1,1,1
1,5,116,1,1,1
1,5,347,1,1,1
1,4,296,1,1,1
1,5,334,1,1,1
1,3,355,1,1,1
0,4,446,1,1,1
1,4,296,1,1,1
0,7,455,1,1,1
1,7,392,1,1,1
1,2,455,1,1,1
1,3,412,1,1,1
1,4,326,1,1,1
1,4,72,1,1,1
1,4,223,1,1,1
1,2,248,1,1,1
1,4,15,1,0,1
1,7,238,1,1,1
0,3,337,1,1,1
0,7,272,1,1,1
1,5,23,1,1,0
1,4,265,1,1,1
1,5,434,1,1,1
1,4,36,1,0,0
1,2,163,1,1,1
0,2,163,1,1,1
1,3,126,1,1,1
1,2,379,1,1,1
1,4,31,1,0,1
0,4,260,1,1,1
0,2,345,1,1,1
0,3,478,1,0,1
0,4,428,1,1,1
1,2,441,1,1,1
0,3,211,1,1,1
1,5,256,1,1,1
0,2,165,1,1,1
0,4,326,1,1,1
1,5,269,1,1,1
0,3,361,1,1,1
0,2,135,1,1,1
1,5,31,1,0,1
0,1,31,1,0,1
1,3,180,1,1,1
1,5,227,1,1,1
1,2,368,1,1,1
0,3,185,1,1,1
0,3,408,1,1,1
1,1,292,1,1,1
0,4,475,1,1,1
1,4,185,1,1,1
1,2,278,1,1,1
1,2,64,1,0,0
1,5,132,1,1,1
0,2,97,1,1,0
0,5,310,1,1,1
0,4,403,1,1,1
1,3,301,1,1,1
1,4,454,1,1,1
0,3,423,1,1,1
1,5,467,1,1,1
1,4,298,1,1,1
1,2,275,1,1,1
1,5,393,1,1,1
1,2,64,1,0,1
0,5,203,1,1,1
1,2,401,1,1,1
1,7,154,1,1,1
0,4,426,1,1,1
0,4,293,1,1,1
0,4,164,1,1,1
1,4,128,1,1,1
0,7,171,1,1,1
0,2,138,1,0,1
0,5,457,1,1,1
1,2,32,1,1,0
1,1,123,1,1,0
1,3,212,1,1,1
0,4,135,1,1,1
0,1,226,1,1,1
0,3,162,1,1,0
0,3,419,1,1,1
1,5,131,1,1,1
1,2,364,1,1,1
1,3,59,1,1,0
1,5,306,1,1,1
1,3,319,1,1,1
1,5,267,1,1,1
0,4,205,1,1,1
1,5,265,1,1,1
1,7,317,1,1,1
0,3,196,1,1,1
0,2,221,1,1,1
1,3,99,1,1,1
1,3,456,1,1,1
0,4,328,1,1,1
1,4,138,1,1,1
1,4,437,1,1,1
1,5,344,1,1,1
1,5,218,1,1,1
0,4,419,1,1,1
1,4,213,1,1,1
1,2,241,1,1,1
0,4,37,1,0,0
1,5,165,1,1,1
1,4,132,1,1,1
0,4,263,1,1,1
1,1,171,1,1,1
1,5,239,1,1,1
1,5,415,1,1,1
0,5,130,1,1,1
1,2,426,1,1,1
0,5,426,1,1,1
1,3,173,1,1,1
1,5,281,1,1,1
0,7,413,1,1,1
1,2,476,1,0,1
0,5,256,1,1,1
0,3,50,1,1,1
1,2,79,1,0,0
1,2,250,1,1,1
1,4,263,1,1,1
0,3,470,1,1,1
0,1,369,1,1,1
1,3,64,1,1,0
1,3,378,1,1,1
1,3,451,1,1,1
1,2,348,1,1,1
1,7,313,1,1,1
0,5,435,1,1,1
1,4,40,1,1,1
1,3,148,1,1,1
1,4,289,1,1,1
1,3,148,1,1,1
0,1,152,1,1,1
1,1,234,1,1,1
1,1,309,1,1,1
0,4,135,1,1,1
1,3,86,1,1,1
0,7,226,1,1,1
1,3,177,1,1,1
0,5,222,1,1,1
0,4,337,1,1,1
0,4,454,1,1,1
0,3,151,1,1,1
0,5,328,1,1,1
1,7,141,1,1,1
1,3,273,1,1,1
0,3,288,1,1,1
1,4,23,1,0,0
0,5,366,1,1,1
0,4,62,1,1,0
1,4,235,1,1,1
1,5,241,1,1,1
1,3,60,1,0,1
1,5,211,1,1,1
1,4,451,1,1,1
1,3,289,1,1,1
0,2,43,1,0,1
0,2,88,1,1,1
1,2,317,1,1,1
1,5,165,1,1,1
1,1,149,1,1,1
1,3,303,1,1,1
1,5,71,1,1,1
1,3,218,1,1,1
0,4,418,1,1,1
0,3,28,1,0,1
1,5,111,1,1,1
1,3,405,1,1,1
1,5,125,1,1,1
0,4,82,1,1,1
1,5,236,1,1,1
1,4,413,1,1,1
1,3,385,1,1,1
1,2,222,1,1,1
0,4,22,1,1,0
1,3,147,1,1,1
1,5,223,1,1,1
0,7,284,1,1,1
0,2,216,1,1,1
1,3,218,1,1,1
0,4,380,1,1,1
0,3,211,1,1,1
1,3,367,1,1,1
1,3,69,1,1,0
0,5,467,1,1,1
0,3,73,1,1,0
1,3,147,1,1,1
0,5,154,1,1,1
1,3,96,1,1,1
0,5,154,1,1,1
0,2,36,1,0,0
0,5,397,1,1,1
1,4,50,1,1,0
1,4,155,1,1,1
0,2,132,1,1,1
1,4,295,1,1,1
0,2,400,1,1,1
1,3,422,1,1,1
0,5,98,1,1,1
0,2,114,1,1,1
1,1,396,1,1,1
0,4,89,1,1,1
1,3,96,1,1,1
0,3,44,1,0,0
0,1,44,1,0,0
1,3,217,1,1,1
1,3,62,1,1,1
1,4,193,1,1,1
1,5,343,1,1,1
1,4,480,1,0,
1,5,400,1,1,1
1,5,194,1,1,1
0,3,199,1,1,1
1,5,341,1,1,1
0,5,149,1,1,1
0,3,83,1,1,1
1,3,427,1,1,1
1,2,37,1,0,0
1,1,92,1,1,0
1,1,332,1,1,1
0,2,370,1,1,1
0,3,263,1,1,1
0,1,299,1,1,1
1,5,286,1,1,1
1,5,40,1,1,0
0,3,359,1,1,1
1,4,312,1,1,1
1,2,330,1,1,1
1,5,418,1,1,1
0,5,258,1,1,1
1,3,72,1,0,1
0,3,231,1,1,1
0,7,423,1,1,1
0,1,436,1,1,1
1,3,51,1,0,1
1,1,83,1,1,1
1,2,217,1,1,1
1,3,306,1,1,1
0,4,145,1,1,1
1,2,164,1,1,1
0,3,295,1,1,1
0,2,207,1,1,1
1,2,372,1,1,1
0,5,216,1,1,1
0,4,346,1,1,1
1,2,294,1,1,1
1,3,43,1,0,1
1,2,152,1,1,1
1,2,217,1,1,1
1,5,228,1,1,1
1,4,443,1,1,1
1,5,54,1,0,1
0,5,408,1,1,1
0,3,350,1,1,1
1,3,274,1,1,1
1,2,408,1,1,1
0,7,307,1,1,1
0,5,465,1,1,1
0,4,192,1,1,1
1,4,34,1,0,0
1,3,142,1,1,1
1,5,158,1,1,1
1,2,102,1,1,1
0,2,228,1,1,1
0,2,111,1,1,0
1,3,203,1,1,1
1,2,306,1,1,1
1,5,86,1,0,1
1,5,312,1,1,1
0,3,66,1,1,1
1,5,89,1,1,1
0,1,153,1,1,1
0,4,332,1,1,1
0,4,180,1,1,1
0,3,224,1,1,1
0,2,28,1,0,1
1,3,181,1,1,1
1,3,80,1,1,1
1,4,272,1,1,1
1,2,437,1,1,1
1,4,427,1,1,1
1,2,50,1,1,0
1,4,316,1,1,1
0,3,254,1,1,1
1,4,194,1,1,1
1,7,104,1,1,1
0,3,25,1,0,0
1,3,357,1,1,1
1,3,276,1,1,1
1,3,144,1,1,1
1,4,347,1,1,1
1,3,178,1,1,1
0,3,158,1,1,1
1,4,87,1,1,1
1,5,191,1,1,1
1,4,362,1,1,1
1,1,445,1,1,1
1,2,102,1,1,1
1,4,331,1,1,1
1,7,189,1,1,1
1,3,207,1,1,1
1,5,264,1,1,1
1,5,430,1,1,1
0,2,103,1,1,1
0,4,63,1,1,1
0,3,200,1,0,1
1,2,403,1,1,1
1,3,113,1,1,1
0,2,135,1,1,1
0,4,228,1,1,1
1,2,220,1,1,1
0,3,47,1,1,1
1,4,246,1,1,1
0,5,302,1,1,1
0,5,15,1,0,0
1,4,75,1,1,1
0,3,402,1,1,1
0,1,29,1,0,1
0,5,165,1,1,1
1,3,174,1,1,1
1,3,197,1,1,1
1,4,133,1,1,1
1,4,310,1,1,1
1,2,129,1,1,1
1,2,426,1,1,1
1,3,110,1,1,1
0,2,326,1,1,1
1,5,277,1,1,1
0,4,204,1,1,1
0,3,425,1,1,1
1,2,87,1,1,1
1,3,110,1,0,1
0,5,232,1,1,1
1,1,338,1,1,1
0,4,46,1,0,1
1,4,134,1,1,1
1,4,294,1,1,1
1,4,194,1,1,1
0,2,447,1,1,1
1,5,363,1,1,1
1,5,281,1,1,1
0,2,211,1,1,1
0,2,437,1,1,1
1,3,71,1,1,1
1,7,296,1,1,1
1,3,408,1,1,1
1,4,289,1,1,1
0,4,431,1,1,1
1,5,472,1,0,1
0,3,254,1,1,1
1,2,278,1,1,1
1,2,347,1,1,1
1,4,129,1,1,1
0,5,304,1,1,1
0,5,192,1,1,1
1,2,185,1,1,1
1,5,121,1,1,1
1,5,370,1,1,1
0,3,101,1,1,1
1,2,355,1,1,1
1,5,210,1,1,1
1,1,129,1,1,1
0,3,39,1,1,0
0,5,48,1,1,1
1,5,260,1,1,1
1,4,32,1,0,1
1,4,355,1,1,1
0,3,401,1,1,1
1,7,87,1,1,1
1,3,213,1,1,1
1,2,311,1,1,1
1,2,340,1,1,1
1,4,479,1,0,
1,2,453,1,1,1
1,4,411,1,1,1
1,4,469,1,1,1
1,7,14,1,1,0
1,4,447,1,1,1
0,2,32,1,0,0
0,5,288,1,1,1
1,5,43,1,1,0
1,3,130,1,1,1
1,2,184,1,1,1
1,1,474,1,1,1
1,3,67,1,0,1
0,4,198,1,1,1
0,2,384,1,1,1
1,2,440,1,1,1
1,7,404,1,1,1
1,3,426,1,1,1
1,5,206,1,1,1
0,4,370,1,1,1
1,3,58,1,1,0
1,3,298,1,1,1
1,3,458,1,1,1
1,1,136,1,1,1
1,3,303,1,1,1
1,2,115,1,1,1
0,5,120,1,1,0
1,1,442,1,1,1
1,5,307,1,1,1
1,3,247,1,1,1
1,4,105,1,1,1
0,1,317,1,1,1
1,3,314,1,1,1
1,2,36,1,1,0
0,4,20,1,0,0
0,3,322,1,1,1
0,5,204,1,1,1
1,3,96,1,1,1
1,3,138,1,1,1
0,3,229,1,1,1
1,3,225,1,1,1
0,3,274,1,1,1
0,2,99,1,1,1
1,2,252,1,1,1
0,5,290,1,1,1
1,3,327,1,1,1
1,2,201,1,1,1
0,4,179,1,1,1
1,4,250,1,1,1
1,4,176,1,1,1
1,7,104,1,0,1
1,4,193,1,1,1
1,2,309,1,1,1
0,2,382,1,1,1
1,4,329,1,1,1
0,2,227,1,1,1
0,3,48,1,1,1
0,4,444,1,1,1
0,3,438,1,1,1
0,5,190,1,1,1
1,5,327,1,1,1
1,5,462,1,1,1
1,5,245,1,1,1
1,2,231,1,1,1
0,2,454,1,1,1
1,5,155,1,1,1
1,2,393,1,1,1
1,1,331,1,1,1
1,2,345,1,1,1
1,3,30,1,1,0
0,3,438,1,1,1
1,2,376,1,1,1
0,5,113,1,1,1
1,1,282,1,1,1
1,3,453,1,1,1
1,3,403,1,1,1
0,7,13,1,0,0
0,2,172,1,1,1
1,5,193,1,1,1
1,2,410,1,1,1
0,3,200,1,1,1
1,5,85,1,1,1
0,5,305,1,1,1
1,5,438,1,1,1
0,2,360,1,1,1
1,7,33,1,0,1
1,5,20,1,0,1
1,4,143,1,1,1
0,3,340,1,1,1
1,2,459,1,1,1
1,3,383,1,1,1
1,5,343,1,1,1
1,4,152,1,1,1
1,4,264,1,1,1
0,5,271,1,1,1
1,2,93,1,1,1
1,3,218,1,1,1
0,1,54,1,0,0
0,2,226,1,1,1
0,3,176,1,1,1
0,7,213,1,1,1
0,5,311,1,1,1
1,4,301,1,1,1
0,3,352,1,1,1
0,3,41,1,1,0
0,4,99,1,1,1
1,4,250,1,1,1
1,5,321,1,1,1
1,3,56,1,1,1
1,5,420,1,1,1
0,4,112,1,1,1
0,5,121,1,1,1
0,4,464,1,1,1
0,2,428,1,1,1
1,4,82,1,1,0
0,2,141,1,1,1
0,1,337,1,1,1
0,2,305,1,1,1
1,3,448,1,1,1
1,4,292,1,1,1
0,5,178,1,1,1
1,4,192,1,1,1
1,5,135,1,1,1
0,4,15,1,0,1
0,4,179,1,1,1
1,4,401,1,1,1
1,5,272,1,1,1
1,3,253,1,1,1
0,4,28,1,0,0
